32,32,3,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,16,0
32,32,16,3,3,32,1
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,32,0
16,16,32,3,3,64,1
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
8,8,64,3,3,64,0
1,1,10,1,1,64,0
